Player,PTS,AST,REB,STL,BLK
Justise Winslow,8.061999999999987,1.9779999999999973,5.664000000000002,0.789999999999999,0.5319999999999995
Thabo Sefolosha,6.509999999999991,1.5290000000000012,4.403,1.1819999999999993,0.5180000000000002
Maurice Harkless,6.267999999999997,1.0619999999999996,3.830999999999997,0.8700000000000003,0.5519999999999999
Trey Lyles,7.493000000000007,1.158000000000002,4.327999999999998,0.3320000000000002,0.3250000000000003
T.J. McConnell,10.670999999999994,5.189000000000006,3.021999999999999,0.9450000000000004,0.1099999999999998
Mario Hezonja,5.312000000000007,1.2330000000000019,3.0869999999999944,0.6340000000000008,0.07100000000000004
Raul Neto,7.027999999999997,2.639999999999998,1.8570000000000015,0.7309999999999988,0.0030000000000000005
Randy Foye,4.605999999999994,1.7360000000000002,2.001999999999998,0.4120000000000001,0.1219999999999998
Dwight Powell,4.575000000000004,1.082999999999999,3.6979999999999973,0.43199999999999955,0.33200000000000024
Jerian Grant,5.401,2.0110000000000023,1.7080000000000024,0.6590000000000008,0.08499999999999985
Larry Nance Jr.,7.218000000000004,1.798000000000001,5.771999999999997,1.011,0.4850000000000002
Nemanja Bjelica,6.378000000000009,1.942999999999999,4.128000000000007,0.6100000000000008,0.37699999999999956
Kyle O'Quinn,5.97,1.4119999999999997,5.204000000000009,0.45599999999999996,1.189999999999998
Kyle Anderson,4.723000000000003,2.256,3.002999999999996,0.814000000000001,0.34
